id_user_hash,user_hospital,user_specialty,user_subspecialty,user_education_level,user_gender,user_age_range,is_user_working,user_created_at,id_exam,exam_created_at,id_case,id_question,user_answer,is_user_answer_correct,country_user_made_the_exam,city_user_made_the_exam
049f2be6c5371d4a04468b3b05ca36a68552e4f620fd1e425d8629fafa928958,NULL,NULL,NULL,Residente de especialidad R1,NULL,NULL,NULL,2024-10-11 17:04:04,970588701827,2024-11-13 4:17:22,828965380693,832250567826,Empagliflozina,INCORRECTA,MX,Ciudad Obregón
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,934993195327,2024-11-13 18:57:50,420398091106,185612297913,200 mg cada 24 horas,INCORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,243602220864,2024-11-13 19:21:34,244557541550,763613203988,200 mg cada 24 horas,INCORRECTA,MX,Nuevo León
16c62691b6287d42ca7df26d2602a9e458f66d7617526f2597c094f05d94bfce,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,NULL,Residente de especialidad R3,NULL,NULL,Sí,2024-10-09 3:37:39,610129353010,2024-11-15 0:56:28,811397706897,132361979824,Canagliflozina,CORRECTA,MX,Azcapotzalco
16c62691b6287d42ca7df26d2602a9e458f66d7617526f2597c094f05d94bfce,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,NULL,Residente de especialidad R3,NULL,NULL,Sí,2024-10-09 3:37:39,610129353010,2024-11-15 0:56:28,358933197576,833315648609,Canagliflozina,CORRECTA,MX,Azcapotzalco
5bb51ec7ff963cbdf348239dd997044f3f709e2badf4edaaa7d3cb18735bfad0,NULL,Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,Sí,2024-01-03 19:50:54,686078156812,2024-11-15 4:14:14,873347891522,146764235544,100 mg cada 12 horas,INCORRECTA,MX,Coyoacán
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,706824493025,2024-11-16 23:58:15,133911959908,417183668043,Canagliflozina,CORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,535764437695,2024-11-17 2:14:12,172868572776,730859639732,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,466869361773,2024-11-17 2:22:18,243945703533,765029757188,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,177776894904,2024-11-17 2:37:11,229680574694,469471238858,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,321819614458,2024-11-17 2:49:39,124038161554,324522384645,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,627198120733,2024-11-17 3:26:56,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,887073469973,2024-11-17 3:48:22,811397706897,132361979824,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,676443996334,2024-11-17 3:55:27,133911959908,417183668043,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,676443996334,2024-11-17 3:55:27,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,256630352124,2024-11-17 4:07:49,323283717965,959549851334,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,380225255788,2024-11-17 4:25:18,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,538059089215,2024-11-17 4:43:24,274993632305,508538415750,Cetoacidosis euglucémica,INCORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,538059089215,2024-11-17 4:43:24,533106738250,778258403042,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,511841682082,2024-11-17 4:56:08,299836327154,353241764011,Canagliflozina,CORRECTA,MX,Monterrey
16c62691b6287d42ca7df26d2602a9e458f66d7617526f2597c094f05d94bfce,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,NULL,Residente de especialidad R3,NULL,NULL,Sí,2024-10-09 3:37:39,579557430000,2024-11-17 16:22:54,247539514570,836427972263,100 mg cada 12 horas,INCORRECTA,MX,Iztapalapa
049f2be6c5371d4a04468b3b05ca36a68552e4f620fd1e425d8629fafa928958,NULL,NULL,NULL,Residente de especialidad R1,NULL,NULL,NULL,2024-10-11 17:04:04,240498998270,2024-11-18 5:35:15,235094532884,295543149769,Hipoglucemia,CORRECTA,MX,Ciudad Obregón
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,794082319998,2024-11-18 15:13:11,307921826773,987554236949,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,794082319998,2024-11-18 15:13:11,880544085300,261946534433,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,469647916662,2024-11-18 16:32:44,235094532884,295543149769,Hipoglucemia,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,340258506233,2024-11-18 17:13:16,533106738250,778258403042,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,448665399054,2024-11-18 18:07:59,995125112600,754403653529,Canagliflozina,CORRECTA,MX,Monterrey
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,448665399054,2024-11-18 18:07:59,274993632305,508538415750,Hipoglucemia,CORRECTA,MX,Monterrey
8b379f3513b54b6f15a72d3b6eb9f943ac03e8a30d2fe7d2fcacfbe654de9a19,"UMAE Hospital de Especialidades CMN La Raza, IMSS",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad,Hombre,28-32,NULL,2023-12-14 17:26:00,478010406677,2024-11-19 2:45:03,299836327154,353241764011,Canagliflozina,CORRECTA,BO,Santa Cruz
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,878656526424,2024-11-20 14:06:49,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,605336689126,2024-11-20 17:44:40,748494876443,547616819672,Canagliflozina,CORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,952803262881,2024-11-20 18:37:00,274993632305,508538415750,Hipoglucemia,CORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,952803262881,2024-11-20 18:37:00,244557541550,763613203988,300 mg cada 24 horas,CORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,859824042638,2024-11-21 13:50:45,871493591896,881768064506,Hipoglucemia,INCORRECTA,MX,Nuevo León
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,916837610644,2024-11-21 19:40:07,274993632305,508538415750,Hipoglucemia,CORRECTA,MX,San Nicolás de los Garza
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,916837610644,2024-11-21 19:40:07,426786236151,467374717828,Canagliflozina,CORRECTA,MX,San Nicolás de los Garza
0b17a27fb296debbeac3d6eed3ea8ce6f6eff29fb4eca1cc53a04daf97b941da,"Instituto Nacional de Cardiología, SS",NULL,NULL,NULL,NULL,NULL,NULL,2024-06-26 1:35:01,639546153017,2024-11-22 6:28:29,722635827435,464294931925,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Mexico City
0b17a27fb296debbeac3d6eed3ea8ce6f6eff29fb4eca1cc53a04daf97b941da,"Instituto Nacional de Cardiología, SS",NULL,NULL,NULL,NULL,NULL,NULL,2024-06-26 1:35:01,639546153017,2024-11-22 6:28:29,244557541550,763613203988,200 mg cada 24 horas,INCORRECTA,MX,Mexico City
0b17a27fb296debbeac3d6eed3ea8ce6f6eff29fb4eca1cc53a04daf97b941da,"Instituto Nacional de Cardiología, SS",NULL,NULL,NULL,NULL,NULL,NULL,2024-06-26 1:35:01,639546153017,2024-11-22 6:28:29,649113701688,483481238518,Canagliflozina,CORRECTA,MX,Mexico City
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,391813889125,2024-11-22 14:30:20,172868572776,730859639732,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,San Nicolás de los Garza
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,139697252439,2024-11-22 17:28:34,802514632691,871916366119,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,San Nicolás de los Garza
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,139697252439,2024-11-22 17:28:34,312955657979,921520581524,Canagliflozina,CORRECTA,MX,San Nicolás de los Garza
b2023b7fd75b1a6d374366b91954bffbbad86a245923d1d832909bfdf10f6b0f,NULL,NULL,NULL,Residente de especialidad R2,NULL,NULL,NULL,2024-10-09 16:09:54,415946082806,2024-11-22 18:28:48,133911959908,417183668043,Empagliflozina,INCORRECTA,MX,Mexico City
9189f18ad6de62359519e9042cdb133d9b5b4c84afadb7e3f67c7bc405b3b571,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R1,Hombre,23-27,NULL,2024-11-17 23:23:44,257854715199,2024-11-24 21:08:00,124038161554,324522384645,Canagliflozina,CORRECTA,MX,Ameca
9189f18ad6de62359519e9042cdb133d9b5b4c84afadb7e3f67c7bc405b3b571,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R1,Hombre,23-27,NULL,2024-11-17 23:23:44,257854715199,2024-11-24 21:08:00,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Ameca
9189f18ad6de62359519e9042cdb133d9b5b4c84afadb7e3f67c7bc405b3b571,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R1,Hombre,23-27,NULL,2024-11-17 23:23:44,257854715199,2024-11-24 21:08:00,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Ameca
8c40182159e3cbf80d679561bef1b5c6262254bed407d9558487136f5386a58e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2023-11-24 0:51:19,119986332146,2024-11-25 20:42:53,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Monterrey
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,172868572776,730859639732,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,420398091106,185612297913,100 mg cada 12 horas,INCORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,235094532884,295543149769,Cetoacidosis euglucémica,INCORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,299836327154,353241764011,Glimepirida,INCORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,101715648550,597822451490,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,722635827435,464294931925,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,247539514570,836427972263,100 mg cada 24 horas,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,748494876443,547616819672,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,124038161554,324522384645,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,871493591896,881768064506,Infección de vías urinarias,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,861215446355,804701181790,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,732853430059,728742011873,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,512233466503,2024-11-27 3:30:36,426786236151,467374717828,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,409943303714,2024-11-27 3:58:29,880544085300,261946534433,Canagliflozina,CORRECTA,MX,Nuevo León
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,832538112810,2024-11-27 17:58:10,235094532884,295543149769,Cetoacidosis euglucémica,INCORRECTA,MX,Monterrey
8b379f3513b54b6f15a72d3b6eb9f943ac03e8a30d2fe7d2fcacfbe654de9a19,"UMAE Hospital de Especialidades CMN La Raza, IMSS",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad,Hombre,28-32,NULL,2023-12-14 17:26:00,287365066865,2024-11-28 3:14:22,748494876443,547616819672,Canagliflozina,CORRECTA,BO,Santa Cruz
8b379f3513b54b6f15a72d3b6eb9f943ac03e8a30d2fe7d2fcacfbe654de9a19,"UMAE Hospital de Especialidades CMN La Raza, IMSS",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad,Hombre,28-32,NULL,2023-12-14 17:26:00,118361526281,2024-11-29 4:03:37,629518621434,846734892931,Infección de vías urinarias,CORRECTA,BO,Santa Cruz
16c62691b6287d42ca7df26d2602a9e458f66d7617526f2597c094f05d94bfce,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,NULL,Residente de especialidad R3,NULL,NULL,Sí,2024-10-09 3:37:39,676713410866,2024-11-29 16:01:44,479031265044,555592234422,Canagliflozina,CORRECTA,MX,Puebla
ba251e0a506764761dede68b2dfde57cb1a0dc3d638f034b48a8abfd3ee14acb,Hospital Civil de Guadalajara Fray Antonio Alcalde,Cardiología Clínica,Cardiología Intervencionista,Especialista,Hombre,28-32,NULL,2024-01-08 1:46:50,798423288224,2024-11-30 2:27:10,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Guadalajara
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,784766694633,2024-12-02 21:22:08,101715648550,597822451490,Canagliflozina,CORRECTA,MX,San Nicolás de los Garza
